"""""",BEAT,Bias,Bias Category (Sheet1),BIAS TYPE (NEW),Category,Conditional Formatting,Definition,GO Number,Incident Date,Incomplete Month Marker,Incomplete Qtr,Map ,Mcpp,Neighborho,PCT,PCT Full,Precinct,PRECINCT,precinct (PCT MAP.shp),Sheet,Specific Bias Type,Table Name,2012,2013,2014,2015,2016,2017,2018,Geometry,Geometry (PCT MAP.shp),Number of Records,Placeholder,St Area Sh,st area sh (PCT MAP.shp),St Length,st length  (PCT MAP.shp)
,E2,Anti Gay,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-27273,1/25/2015,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2015,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,F1,Somali,NON-CRIMINAL BIAS INCIDENTS,Multiple Categories,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-32207,1/28/2015,Complete Month,Complete Quarters,MCPP Map,HIGH POINT,HIGH POINT,SW,SOUTHWEST,SW,SW,SW,2015,Anti-Black Or African American + Anti-Other Race/Ethnicity/Ancestry,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,23709343.94,547007503.5,22056.92323,128227.6741
,E2,Gay/Lesbian,NON-CRIMINAL BIAS INCIDENTS,Sexual Orientation,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-31478,1/28/2015,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2015,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,K2,Black,NON-CRIMINAL BIAS INCIDENTS,Race/Ethnicity/Ancestry,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-34256,1/30/2015,Complete Month,Complete Quarters,MCPP Map,PIONEER SQUARE,PIONEER SQUARE,WEST,WEST,W,WEST,W,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,17196131.8,390396335.5,19578.62606,115256.614
,G1,Black,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-34762,1/30/2015,Complete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,E2,Gay/Lesbian,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-36042,2/1/2015,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2015,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,G2,Gay/Lesbian,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-39681,2/4/2015,Complete Month,Complete Quarters,MCPP Map,CENTRAL AREA/SQUIRE PARK,CENTRAL AREA/SQUIRE PARK,EAST,EAST,E,EAST,E,2015,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,36998283.76,225229640.6,28582.29161,68433.63449
,G1,Gay/Lesbian,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-44239,2/8/2015,Complete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2015,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,E2,Other Christian,MALICIOUS HARASSMENT,Religion,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-46117,2/9/2015,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2015,Anti-Other Christian,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,K2,Black,NON-CRIMINAL BIAS INCIDENTS,Race/Ethnicity/Ancestry,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-49369,2/12/2015,Complete Month,Complete Quarters,MCPP Map,PIONEER SQUARE,PIONEER SQUARE,WEST,WEST,W,WEST,W,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,17196131.8,390396335.5,19578.62606,115256.614
,M3,Black,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-49687,2/12/2015,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,M2,Transgender,CRIME WITH BIAS ELEMENTS,Gender Identity,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-52645,2/15/2015,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2015,Anti-Transgender,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,C3,Black,NON-CRIMINAL BIAS INCIDENTS,Race/Ethnicity/Ancestry,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-53078,2/15/2015,Complete Month,Complete Quarters,MCPP Map,CENTRAL AREA/SQUIRE PARK,CENTRAL AREA/SQUIRE PARK,EAST,EAST,E,EAST,E,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,36998283.76,225229640.6,28582.29161,68433.63449
,B1,Black,NON-CRIMINAL BIAS INCIDENTS,Race/Ethnicity/Ancestry,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-55272,2/17/2015,Complete Month,Complete Quarters,MCPP Map,BALLARD SOUTH,BALLARD SOUTH,NORTH,NORTH,N,NORTH,N,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,58863907.01,971139984.3,38678.59026,135039.609
,U3,Jewish,CRIME WITH BIAS ELEMENTS,Religion,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-55205,2/17/2015,Complete Month,Complete Quarters,MCPP Map,SANDPOINT,SANDPOINT,NORTH,NORTH,N,NORTH,N,2015,Anti-Jewish,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,175845013.3,971139984.3,74002.77305,135039.609
,K3,Gay/Lesbian,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-59844,2/21/2015,Complete Month,Complete Quarters,MCPP Map,CHINATOWN/INTERNATIONAL DISTRICT,CHINATOWN/INTERNATIONAL DISTRICT,WEST,WEST,W,WEST,W,2015,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,10421785.37,390396335.5,15234.18211,115256.614
,G1,Black,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-63565,2/25/2015,Complete Month,Complete Quarters,MCPP Map,FIRST HILL,FIRST HILL,EAST,EAST,E,EAST,E,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,15541724.16,225229640.6,20459.84967,68433.63449
,M2,White,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-66331,2/27/2015,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2015,Anti-White,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,E2,Gay/Lesbian,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-69457,3/2/2015,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2015,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,L3,Black,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-69973,3/2/2015,Complete Month,Complete Quarters,MCPP Map,LAKECITY,LAKECITY,NORTH,NORTH,N,NORTH,N,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,85899582.65,971139984.3,44835.19181,135039.609
,N2,Black,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-71925,3/4/2015,Complete Month,Complete Quarters,MCPP Map,NORTHGATE,NORTHGATE,NORTH,NORTH,N,NORTH,N,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,132689323.6,971139984.3,51398.03811,135039.609
,U2,Asian,NON-CRIMINAL BIAS INCIDENTS,Race/Ethnicity/Ancestry,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-74387,3/5/2015,Complete Month,Complete Quarters,MCPP Map,UNIVERSITY,UNIVERSITY,NORTH,NORTH,N,NORTH,N,2015,Anti-Asian,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,53849611.47,971139984.3,34115.55986,135039.609
,K1,White,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-75950,3/7/2015,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2015,Anti-White,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,F2,Black,NON-CRIMINAL BIAS INCIDENTS,Race/Ethnicity/Ancestry,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-81755,3/12/2015,Complete Month,Complete Quarters,MCPP Map,ROXHILL/WESTWOOD/ARBOR HEIGHTS,ROXHILL/WESTWOOD/ARBOR HEIGHTS,SW,SOUTHWEST,SW,SW,SW,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,54620168.92,547007503.5,49779.89985,128227.6741
,O2,Gay/Lesbian,NON-CRIMINAL BIAS INCIDENTS,Sexual Orientation,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-86445,3/15/2015,Complete Month,Complete Quarters,MCPP Map,GEORGETOWN,GEORGETOWN,SOUTH,SOUTH,S,SOUTH,S,2015,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,79716354.81,509519351.6,59129.83529,141935.7323
,Q3,Black,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-89495,3/18/2015,Complete Month,Complete Quarters,MCPP Map,SLU/CASCADE,SLU/CASCADE,WEST,WEST,W,WEST,W,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,31657305.5,390396335.5,29369.50227,115256.614
,C3,White,NON-CRIMINAL BIAS INCIDENTS,Race/Ethnicity/Ancestry,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-91650,3/20/2015,Complete Month,Complete Quarters,MCPP Map,CENTRAL AREA/SQUIRE PARK,CENTRAL AREA/SQUIRE PARK,EAST,EAST,E,EAST,E,2015,Anti-White,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,36998283.76,225229640.6,28582.29161,68433.63449
,M2,Gay/Lesbian,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-93909,3/22/2015,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2015,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,N3,Black,MALICIOUS HARASSMENT,Race/Ethnicity/Ancestry,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-93739,3/22/2015,Complete Month,Complete Quarters,MCPP Map,NORTHGATE,NORTHGATE,NORTH,NORTH,N,NORTH,N,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,132689323.6,971139984.3,51398.03811,135039.609
,B2,White,NON-CRIMINAL BIAS INCIDENTS,Race/Ethnicity/Ancestry,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-93656,3/22/2015,Complete Month,Complete Quarters,MCPP Map,FREMONT,FREMONT,NORTH,NORTH,N,NORTH,N,2015,Anti-White,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,28202699.91,971139984.3,27946.25541,135039.609
,E1,Other Race Ethnicity,NON-CRIMINAL BIAS INCIDENTS,Race/Ethnicity/Ancestry,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-95238,3/23/2015,Complete Month,Complete Quarters,MCPP Map,CAPITOL HILL,CAPITOL HILL,EAST,EAST,E,EAST,E,2015,Anti-Other Race/Ethnicity/Ancestry,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,30328037.5,225229640.6,30052.62763,68433.63449
,K3,Asian,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-94476,3/23/2015,Complete Month,Complete Quarters,MCPP Map,CHINATOWN/INTERNATIONAL DISTRICT,CHINATOWN/INTERNATIONAL DISTRICT,WEST,WEST,W,WEST,W,2015,Anti-Asian,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,10421785.37,390396335.5,15234.18211,115256.614
,UNKNOWN,Black,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-94713,3/23/2015,Complete Month,Complete Quarters,MCPP Map,UNKNOWN,,,,Unknown,UNKNOWN,,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,,,1,0,,,,
,K2,Black,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-107987,4/2/2015,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,G2,Gay/Lesbian,NON-CRIMINAL BIAS INCIDENTS,Sexual Orientation,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-111141,4/5/2015,Complete Month,Complete Quarters,MCPP Map,CENTRAL AREA/SQUIRE PARK,CENTRAL AREA/SQUIRE PARK,EAST,EAST,E,EAST,E,2015,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,36998283.76,225229640.6,28582.29161,68433.63449
,S2,Other Race,NON-CRIMINAL BIAS INCIDENTS,Race/Ethnicity/Ancestry,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-113413,4/5/2015,Complete Month,Complete Quarters,MCPP Map,BRIGHTON/DUNLAP,BRIGHTON/DUNLAP,SOUTH,SOUTH,S,SOUTH,S,2015,Anti-Other Race/Ethnicity/Ancestry,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,25072155.63,509519351.6,22352.39323,141935.7323
,K3,Other Race,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-123383,4/15/2015,Complete Month,Complete Quarters,MCPP Map,CHINATOWN/INTERNATIONAL DISTRICT,CHINATOWN/INTERNATIONAL DISTRICT,WEST,WEST,W,WEST,W,2015,Anti-Other Race/Ethnicity/Ancestry,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,10421785.37,390396335.5,15234.18211,115256.614
,M3,Black,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-123796,4/16/2015,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
,C2,Asian,CRIME WITH BIAS ELEMENTS,Race/Ethnicity/Ancestry,CRIME WITH BIAS ELEMENTS,A,Usually involves the commission of any crime that is not bias based and during the incident the suspect uses a derogatory comment directed at the victim’s protected status or group (State and Municipal codes will vary depending upon the crime).,2015-128163,4/19/2015,Complete Month,Complete Quarters,MCPP Map,MONTLAKE/PORTAGE BAY,MONTLAKE/PORTAGE BAY,EAST,EAST,E,EAST,E,2015,Anti-Asian,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,41960294.17,225229640.6,37117.3428,68433.63449
,U2,Gay/Lesbian,MALICIOUS HARASSMENT,Sexual Orientation,MALICIOUS HARASSMENT,A,"Sometimes referred to as Hate Crimes or Bias Crimes. Crimes in which the motivation for the suspect targeting a particular person was based on their belief about the victims’ race, color, religion, national origin, sexual orientation, mental, physical, or sensory handicap, homelessness, marital status, age, parental status, gender, or political ideology. This usually involves an assault, property damage, or threat of harm. This can be a violation of federal law, state (RCW 9A.36.080), or municipal code (SMC 12A.06.115)",2015-131298,4/22/2015,Complete Month,Complete Quarters,MCPP Map,UNIVERSITY,UNIVERSITY,NORTH,NORTH,N,NORTH,N,2015,"Anti-Lesbian, Gay, Bisexual, Or Transgender (Mixed Group)",2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,53849611.47,971139984.3,34115.55986,135039.609
,M3,Black,NON-CRIMINAL BIAS INCIDENTS,Race/Ethnicity/Ancestry,NON-CRIMINAL BIAS INCIDENTS,A,"Refers to offensive derogatory comments directed at a person’s sexual orientation, race, or other protected status. While not criminal in nature because they fall into the free speech realm, the comments may cause a level of fear and concern in the targeted community. Victims can generally feel harassed, intimidated, and offended by such comments. (No code assigned).",2015-132915,4/23/2015,Complete Month,Complete Quarters,MCPP Map,DOWNTOWN COMMERCIAL,DOWNTOWN COMMERCIAL,WEST,WEST,W,WEST,W,2015,Anti-Black Or African American,2015,0,0,0,1,0,0,0,Polygon,Polygon,1,0,17323403.09,390396335.5,20647.66876,115256.614
